job_title,grade,jurisdictional_classification,negotiating_unit,job_level,agency_description
Automotive Facilities Inspector Chinese Language,16,0.0,5.0,,"Motor Vehicles, Department of"
Automotive Facilities Inspector Creole L,16,0.0,5.0,,"Motor Vehicles, Department of"
Automotive Facilities Inspector Italian L,16,0.0,5.0,,"Motor Vehicles, Department of"
Automotive Facilities Inspector Korean Language,16,0.0,5.0,,"Motor Vehicles, Department of"
Automotive Facilities Inspector Russian L,16,0.0,5.0,,"Motor Vehicles, Department of"
Automotive Facilities Inspector Spanish Language,16,0.0,5.0,,"Motor Vehicles, Department of"
Barber,8,1.0,4.0,,Multiple Agencies
Beautician,8,1.0,4.0,,Multiple Agencies
Biologist 1 Aquatic,18,0.0,5.0,,"Environmental Conservation, Dept of"
Biologist 1 Ecology,18,0.0,5.0,,Multiple Agencies
Biologist 1 Marine,18,0.0,5.0,,"Environmental Conservation, Dept of"
Biologist 1 Wildlife,18,0.0,5.0,,Multiple Agencies
Biologist 2 Aquatic,23,0.0,5.0,,"Environmental Conservation, Dept of"
Biologist 2 Ecology,23,0.0,5.0,,Multiple Agencies
Biologist 2 Marine,23,0.0,5.0,,"Environmental Conservation, Dept of"
Biologist 2 Wildlife,23,0.0,5.0,,Multiple Agencies
Biologist 3 Aquatic,25,0.0,5.0,,"Environmental Conservation, Dept of"
Biologist 3 Ecology,25,0.0,5.0,,Multiple Agencies
Biologist 3 Marine,25,0.0,5.0,,"Environmental Conservation, Dept of"
Biologist 3 Wildlife,25,0.0,5.0,,"Environmental Conservation, Dept of"
Biologist 4 Aquatic,63,0.0,6.0,,"Environmental Conservation, Dept of"
Biologist 4 Ecology,63,0.0,6.0,,"Environmental Conservation, Dept of"
Biologist 4 Wildlife,63,0.0,6.0,,"Environmental Conservation, Dept of"
Body Repair Inspector,16,0.0,5.0,,"Motor Vehicles, Department of"
Body Repair Inspector Chinese Language,16,0.0,5.0,,"Motor Vehicles, Department of"
Body Repair Inspector Creole Language,16,0.0,5.0,,"Motor Vehicles, Department of"
Body Repair Inspector Italian Language,16,0.0,5.0,,"Motor Vehicles, Department of"
Body Repair Inspector Korean Language,16,0.0,5.0,,"Motor Vehicles, Department of"
Body Repair Inspector Russian Language,16,0.0,5.0,,"Motor Vehicles, Department of"
Body Repair Inspector Spanish Language,16,0.0,5.0,,"Motor Vehicles, Department of"
Boiler Inspector,14,0.0,5.0,,"Labor, Department of"
Boxing Inspector,NS,5.0,71.0,,"State, Department of"
Bridge Painter,NS,1.0,11.0,,Thruway Authority
Bridge Patrol Operator,NS,1.0,11.0,,Thruway Authority
Bridge Repair Assnt,9,1.0,3.0,,Multiple Agencies
Bridge Repair Supvr 1,14,0.0,3.0,,Transportation - M/O+Regs
Bridge Repair Supvr 2,16,0.0,3.0,,Transportation - M/O+Regs
Bridge Rigger,NS,1.0,11.0,,Thruway Authority
Bridge Welder,NS,1.0,11.0,,Thruway Authority
Budget Examiner,18,0.0,6.0,,"Budget, Division of the"
Building Construction Program Manager 1,18,0.0,5.0,,"General Services, Office of"
Building Construction Program Manager 2,23,0.0,5.0,,"General Services, Office of"
Building Construction Program Manager 2 Scheduling,23,1.0,5.0,,"General Services, Office of"
Building Construction Program Manager 3,27,0.0,5.0,,"General Services, Office of"
Building Construction Program Manager 3 Scheduling,27,1.0,5.0,,"General Services, Office of"
Building Construction Program Manager 4,29,0.0,5.0,,"General Services, Office of"
Building Construction Program Manager 5,64,0.0,6.0,,"General Services, Office of"
Building Restoration Specialist,18,1.0,3.0,,Multiple Agencies
Building Space Analyst 1,18,0.0,5.0,,"General Services, Office of"
Building Space Analyst 2,23,0.0,5.0,,"General Services, Office of"
Building Supt,22,1.0,6.0,,Multiple Agencies
Bus Driver,8,1.0,3.0,,Multiple Agencies
Business Document Specialist 1,9,0.0,2.0,,"State, Department of"
Business Document Specialist 2,11,0.0,2.0,,"State, Department of"
Business Document Specialist 3,14,0.0,2.0,,"State, Department of"
Business Document Specialist 4,17,0.0,5.0,,"State, Department of"
Business Document Specialist 5,20,0.0,5.0,,"State, Department of"
Business Enterprise Program Specialist 1,18,0.0,5.0,,"Children&Family Svcs, Off of"
Business Enterprise Program Specialist 2,23,0.0,5.0,,"Children&Family Svcs, Off of"
Business Enterprise Program Specialist 3,62,0.0,6.0,,"Children&Family Svcs, Off of"
Business Marketing Program Analyst 1,18,0.0,5.0,,Multiple Agencies
Business Marketing Program Analyst 2,23,0.0,5.0,,Multiple Agencies
Business Officer 1,18,0.0,5.0,,Multiple Agencies
Business Officer 2,23,0.0,5.0,,Multiple Agencies
Business Officer 3,61,0.0,6.0,,Multiple Agencies
Business Officer 4,62,0.0,6.0,,Multiple Agencies
Business Officer 5,64,0.0,6.0,,"Mental Health, Office of"
Business Relationship Manager 1,27,1.0,5.0,,"Information Technology Services, Office of"
Business Relationship Manager 2,29,1.0,5.0,,"Information Technology Services, Office of"
Business Services Center Analyst 1,18,0.0,5.0,,"General Services, Office of"
Business Services Center Analyst 2,23,0.0,5.0,,"General Services, Office of"
Business Services Center Analyst 3,25,0.0,5.0,,"General Services, Office of"
Business Services Center Analyst 4,27,0.0,5.0,,"General Services, Office of"
Business Services Center Manager,64,0.0,6.0,,"General Services, Office of"
Business Services Center Representative 1,11,0.0,2.0,,"General Services, Office of"
Business Services Center Representative 2,14,0.0,2.0,,"General Services, Office of"
Business Systems Analyst 1,18,0.0,5.0,,Multiple Agencies
Business Systems Analyst 1 Health,18,0.0,5.0,,"Health, Department of"
Business Systems Analyst 1 Payroll Systems,18,0.0,5.0,,"Comptroller, Office of"
Business Systems Analyst 2,23,0.0,5.0,,Multiple Agencies
Business Systems Analyst 2 Health,23,0.0,5.0,,"Health, Department of"
Business Systems Analyst 2 Payroll Systems,23,0.0,5.0,,"Comptroller, Office of"
Business Systems Analyst 3,25,0.0,5.0,,Multiple Agencies
Business Systems Analyst 3 Health,25,0.0,5.0,,"Health, Department of"
Business Systems Analyst 3 Payroll Systems,25,0.0,5.0,,"Comptroller, Office of"
Business Systems Analyst 4,27,0.0,5.0,,Multiple Agencies
Business Systems Analyst 4 Health,27,0.0,5.0,,"Health, Department of"
Business Systems Analyst 4 Payroll Systems,27,0.0,5.0,,"Comptroller, Office of"
Call Center Assistant Director,63,0.0,6.0,,"Children&Family Svcs, Off of"
Call Center Director,64,1.0,6.0,,"Children&Family Svcs, Off of"
Call Center Manager,25,0.0,5.0,,Multiple Agencies
Call Center Quality Assurance Spec 1 SL,18,0.0,5.0,,"Children&Family Svcs, Off of"
Call Center Quality Assurance Specialist 1,18,0.0,5.0,,Multiple Agencies
Call Center Quality Assurance Specialist 2,23,0.0,5.0,,Multiple Agencies
Call Center Quality Assurance Specialist 3,25,0.0,5.0,,Multiple Agencies
Call Center Representative 1,9,0.0,2.0,,Multiple Agencies
Call Center Representative 1 HESC Spanish Language,9,0.0,2.0,,Higher Education Services Corp
Call Center Representative 1 Spanish Language,9,0.0,2.0,,"Children&Family Svcs, Off of"
Call Center Representative 2,14,0.0,2.0,,Multiple Agencies
Call Center Representative 2 SL,14,0.0,2.0,,"Children&Family Svcs, Off of"
Call Center Representative 3,17,0.0,5.0,,Multiple Agencies
Call Center Representative 4,20,0.0,5.0,,"Children&Family Svcs, Off of"
Campgrounds Program Manager,27,0.0,5.0,,"Environmental Conservation, Dept of"
Campgrounds Program Supervisor,21,0.0,5.0,,"Environmental Conservation, Dept of"
Campus Safety Specialist,12,0.0,5.0,,"SUNY-Admin,Coll+Univs"
Canal Electrical Supvr,NS,0.0,25.0,,Canal Corporation
Canal Maintenance Shop Supvr 2,NS,0.0,25.0,,Canal Corporation
Canal Maintenance Supvr 1,NS,0.0,23.0,,Canal Corporation
Canal Maintenance Supvr 2,NS,0.0,25.0,,Canal Corporation
Canal Section Supt,NS,0.0,26.0,,Canal Corporation
Canal Structure Operator,NS,0.0,23.0,,Canal Corporation
Canal Worker 1,NS,3.0,23.0,,Canal Corporation
Canal Worker 2,NS,1.0,23.0,,Canal Corporation
Capital Facilities Regional Manager 1,63,0.0,6.0,,"P&R Parks and Rec, Office of"
Capital Facilities Regional Manager 2,64,0.0,6.0,,Parks+Recreation-M/O+Reg Comms
Capitol Restoration Coord,23,1.0,6.0,,"General Services, Office of"
Captain Fisheries Research Vessel,14,1.0,3.0,,"Environmental Conservation, Dept of"
Captain Park Police,22,0.0,31.0,,Parks+Recreation-M/O+Reg Comms
Cartographic Technician 1,NS,0.0,5.0,,"Environmental Conservation, Dept of"
Casualty Insurance Analyst 1,18,1.0,5.0,,"General Services, Office of"
Casualty Insurance Analyst 2,23,1.0,5.0,,"General Services, Office of"
Casualty Insurance Analyst 3,27,1.0,5.0,,"General Services, Office of"
Certified Peer Specialist 1,11,1.0,4.0,,OMH-M/O+Facs
Certified Peer Specialist 2,14,1.0,4.0,,OMH-M/O+Facs
Chaplain,22,1.0,5.0,,Multiple Agencies
Chemist Aide,NS,0.0,2.0,,Multiple Agencies
Chief Accountant,31,0.0,5.0,,Multiple Agencies
Chief Actuary,NS,2.0,6.0,,Multiple Agencies
Chief Boiler Inspector,61,0.0,6.0,,"Labor, Department of"
Chief Budget Examiner,68,1.0,6.0,,"Budget, Division of the"
Chief Budgeting Analyst,62,0.0,6.0,,Multiple Agencies
Chief Bur Air Research,64,0.0,6.0,,"Environmental Conservation, Dept of"
Chief Bur Elementary & Secondary Educl Testng,64,0.0,6.0,,"Education, Dept of"
Chief Casualty Actuary 1,67,0.0,6.0,,Multiple Agencies
Chief Casualty Actuary 2,66,0.0,6.0,,Multiple Agencies
Chief Casualty Actuary 3,65,0.0,6.0,,Multiple Agencies
Chief Clerk,20,0.0,5.0,,Multiple Agencies
Chief Computer Operator,23,0.0,5.0,,Multiple Agencies
Chief Driver Improvement Examiner,23,0.0,5.0,,"Motor Vehicles, Department of"
Chief Education Programs,64,0.0,6.0,,"Education, Dept of"
Chief Environmental Conservation Police Officer,23,0.0,31.0,,"Environmental Conservation, Dept of"
Chief Health Bur,67,0.0,6.0,,"Financial Services, Department of"
Chief Health Care Fiscal Analyst,29,0.0,5.0,,"Health, Department of"
Chief Health Care Management Systems Analyst,29,0.0,5.0,,"Health, Department of"
Chief Health Planner,29,0.0,5.0,,"Health, Department of"
Chief Historic Pres Services,62,0.0,6.0,,"P&R Parks and Rec, Office of"
Chief Historic Site & Park Services,62,0.0,6.0,,"P&R Parks and Rec, Office of"
Chief Information Security Officer,62,1.0,6.0,,Multiple Agencies
Chief Life Actuary 1,67,0.0,6.0,,Multiple Agencies
Chief Life Actuary 2,66,0.0,6.0,,Multiple Agencies
Chief Life Actuary 3,65,0.0,6.0,,Multiple Agencies
Chief Lock Operator,NS,0.0,23.0,,Canal Corporation
Chief Long Term Care Therapy Services,23,0.0,5.0,,Health - M/O+Facs
Chief Mail & Supply Clerk,21,0.0,5.0,,Multiple Agencies
Chief Mapping Technologist,29,0.0,5.0,,"Transportation, Department of"
Chief Medical Facilities Auditor,29,0.0,5.0,,"Medicaid Inspector General, Office of"
Chief Municipal Audits,64,0.0,6.0,,"Comptroller, Office of"
Chief Municipal Financial Analyst,64,0.0,6.0,,"Comptroller, Office of"
Chief Occupl Therapist,23,0.0,5.0,,Multiple Agencies
Chief Of Correctional Program Research,25,0.0,5.0,,"Corrections and Community Supervision, Dept of"
Chief Of Forensic Unit 1,62,0.0,6.0,,Central New York Psych Center
Chief of Identification Operations,62,0.0,6.0,,"Criminal Justice Services, Div of"
Chief Of Medical Srvs,68,1.0,6.0,,Multiple Agencies
Chief of Medical Srvs Youth,68,0.0,6.0,,"Children&Family Svcs, Off of"
Chief Of Mental Health Treatment Service,65,0.0,6.0,,OMH-M/O+Facs
Chief Of Program Planning,25,0.0,5.0,,"Corrections and Community Supervision, Dept of"
Chief Of Regulatory Economics,65,0.0,6.0,,"Public Service, Department of"
Chief Of Unemp Insur Liability Review,64,0.0,6.0,,"Labor, Department of"
Chief Physical Therapist,23,0.0,5.0,,Multiple Agencies
Chief Psychiatric Examiner Psychologist,64,0.0,6.0,,"Mental Health, Office of"
Chief Psychologist,64,0.0,6.0,,Multiple Agencies
Chief Recreation Therapist,23,0.0,6.0,,Multiple Agencies
Chief Risk Management Specialist,65,1.0,6.0,,"Financial Services, Department of"
Chief Safety and Security Officer,20,0.0,91.0,,Multiple Agencies
Chief Sanitarian,27,0.0,5.0,,"Health, Department of"
Chief Security Officer,14,0.0,91.0,,Multiple Agencies
Chief Unclaimed Property Accounts Auditor,64,0.0,6.0,,"Comptroller, Office of"
Chief Unemp Insur Referee,65,1.0,6.0,,"Labor, Department of"
Chief Utility Accounting and Finance,65,0.0,6.0,,"Public Service, Department of"
Chief Utility Communications Programs,65,0.0,6.0,,"Public Service, Department of"
Chief Utility Consumer Programs,65,0.0,6.0,,"Public Service, Department of"
Chief Utility Electric Programs,65,0.0,6.0,,"Public Service, Department of"
Chief Utility Gas and Water Programs,65,0.0,6.0,,"Public Service, Department of"
Chief Veterinarian,68,1.0,6.0,,NYS Gaming Commission
Child Abuse Prevention Specialist 1,18,1.0,5.0,,"Children&Family Svcs, Off of"
Child Abuse Prevention Specialist 2,23,1.0,5.0,,"Children&Family Svcs, Off of"
Child Abuse Prevention Specialist 3,62,1.0,6.0,,"Children&Family Svcs, Off of"
Child Care Aide 1,9,1.0,4.0,,Education - M/O+Facs
Child Care Aide 1 Manual Communications,9,1.0,4.0,,School for the Deaf
Child Care Aide 2,12,1.0,4.0,,Education - M/O+Facs
Child Protective Services Specialist 1,16,0.0,5.0,,"Children&Family Svcs, Off of"
Child Protective Services Specialist 1 Span Lang,16,0.0,5.0,,"Children&Family Svcs, Off of"
Child Protective Services Specialist 2,20,0.0,5.0,,"Children&Family Svcs, Off of"
Child Protective Services Specialist 3,23,0.0,5.0,,"Children&Family Svcs, Off of"
Child Support Specialist 1,18,0.0,5.0,,"Temp&Disability Asst, Office of"
Child Support Specialist 2,23,0.0,5.0,,"Temp&Disability Asst, Office of"
Child Support Specialist 3,27,0.0,5.0,,"Temp&Disability Asst, Office of"
Child Support Specialist 3 Finance,27,0.0,5.0,,"Temp&Disability Asst, Office of"
Child Support Specialist 4,64,0.0,6.0,,"Temp&Disability Asst, Office of"
Children & Family Services Program Manager 1,61,0.0,6.0,,"Children&Family Svcs, Off of"
Children & Family Services Program Manager 2,62,0.0,6.0,,"Children&Family Svcs, Off of"
Children & Family Services Program Manager 3,63,0.0,6.0,,"Children&Family Svcs, Off of"
Children & Family Services Program Manager 4,64,0.0,6.0,,"Children&Family Svcs, Off of"
Children & Family Services Spec 2 Permanency Svs,23,0.0,5.0,,"Children&Family Svcs, Off of"
Children & Family Services Specialist 1,18,0.0,5.0,,"Children&Family Svcs, Off of"
Children & Family Services Specialist 1 Minority G,18,0.0,5.0,,"Children&Family Svcs, Off of"
Children & Family Services Specialist 2,23,0.0,5.0,,"Children&Family Svcs, Off of"
Children & Family Services Specialist 3,27,0.0,5.0,,"Children&Family Svcs, Off of"
Children & Family Svs Prog Manager 2 Counseling,62,0.0,6.0,,"Children&Family Svcs, Off of"
Children & Family Svs Prog Manager 3 Education,63,0.0,6.0,,"Children&Family Svcs, Off of"
Citizen Services Rep,NS,2.0,6.0,,Multiple Agencies
Claims Services Representative 1,18,0.0,5.0,,State Insurance Fund
Claims Services Representative 1 Disab Benefits,18,0.0,5.0,,State Insurance Fund
Claims Services Representative 2,23,0.0,5.0,,State Insurance Fund
Claims Services Representative 2 Disab Benefits,23,0.0,5.0,,State Insurance Fund
Claims Services Representative 3,25,0.0,5.0,,State Insurance Fund
Claims Services Representative 4,27,0.0,5.0,,State Insurance Fund
Cleaner,5,3.0,3.0,,Multiple Agencies
Client Advocate,NS,2.0,6.0,,Multiple Agencies
Climate Policy Analyst 1,18,0.0,5.0,,"Environmental Conservation, Dept of"
Climate Policy Analyst 2,23,0.0,5.0,,"Environmental Conservation, Dept of"
Climate Policy Analyst 3,27,0.0,5.0,,"Environmental Conservation, Dept of"
Climate Policy Analyst 4,63,1.0,6.0,,"Environmental Conservation, Dept of"
Clinical Dir Psychiatric Cntr,68,1.0,6.0,,OMH-M/O+Facs
Clinical Laboratory Consultant,22,0.0,5.0,,"Health, Department of"
Clinical Physn 1,34,0.0,5.0,,Multiple Agencies
Clinical Physn 1 Spanish Language,34,0.0,5.0,,Mohawk Valley Psych Center
Clinical Physn 2,36,0.0,5.0,,Multiple Agencies
Clinical Physn 2 Spanish Language,36,0.0,5.0,,Central New York Psych Center
Clinical Physn 3,68,0.0,6.0,,Multiple Agencies
Clinical Physn Pt,NS,1.0,5.0,,Multiple Agencies
Cluster Chief Information Officer,68,1.0,6.0,,"Motor Vehicles, Department of"
Coastal Program Assnt Manager,63,0.0,6.0,,"State, Department of"
Coastal Program Manager,64,0.0,6.0,,"State, Department of"
Coastal Resources Specialist 1,18,0.0,5.0,,"State, Department of"
Coastal Resources Specialist 2,23,0.0,5.0,,"State, Department of"
Coastal Resources Specialist 3,25,0.0,5.0,,"State, Department of"
Coastal Resources Specialist 4,27,0.0,5.0,,"State, Department of"
Code Compliance Specialist 1,18,0.0,5.0,,Multiple Agencies
Code Compliance Specialist 2,23,0.0,5.0,,Multiple Agencies
Code Compliance Specialist 3,27,0.0,5.0,,Multiple Agencies
Collection & Civil Prosecution Specialist 1,14,0.0,2.0,,"Law, Department of"
Collection & Civil Prosecution Specialist 2,17,0.0,2.0,,"Law, Department of"
College Camp Assnt,NS,0.0,71.0,,"Alfred, Coll of Technology at"
Commerce Policy Analyst 1,23,1.0,5.0,,"Economic Development, Dept of"
Commerce Policy Analyst 2,27,1.0,5.0,,"Economic Development, Dept of"
Commission Operations Analyst 1 Civil Service,18,1.0,6.0,,"Civil Service, Department of"
Commission Operations Analyst 2 Civil Service,23,1.0,6.0,,"Civil Service, Department of"
Commission Operations Analyst 3 Civil Service,62,1.0,6.0,,"Civil Service, Department of"
Communications Operator,4,1.0,3.0,,"Environmental Conservation, Dept of"
Communications Specialist 1,12,0.0,3.0,,"Environmental Conservation, Dept of"
Communications Specialist 1 State Police,12,0.0,3.0,,"State Police, Division of"
Communications Specialist 2,14,0.0,3.0,,"Environmental Conservation, Dept of"
Communications Specialist 2 State Police,14,1.0,3.0,,"State Police, Division of"
Communications Technician 1,10,0.0,3.0,,Multiple Agencies
Community Correction Rep 1,18,0.0,5.0,,"Criminal Justice Services, Div of"
Community Correction Rep 2,23,0.0,5.0,,"Criminal Justice Services, Div of"
Community Correction Rep 3,27,0.0,5.0,,"Criminal Justice Services, Div of"
Community Correctional Cntr Assnt,15,0.0,1.0,,Corrections - M/O+Facs
Community Health Program Manager 1,62,0.0,6.0,,"Health, Department of"
Community Health Program Manager 2,63,0.0,6.0,,"Health, Department of"
Community Health Program Manager 3,64,0.0,6.0,,"Health, Department of"
Community Relations Specialist,NS,2.0,6.0,,Multiple Agencies
Community Services Program Analyst 1,18,0.0,5.0,,"State, Department of"
Community Services Program Analyst 2,23,0.0,5.0,,"State, Department of"
Community Services Program Analyst 3,25,0.0,5.0,,"State, Department of"
Community Services Program Analyst 4,27,0.0,5.0,,"State, Department of"
Community Worker,10,1.0,2.0,,"Addiction Services and Supports, Off of"
Comp Claims Examiner,14,0.0,2.0,,State Insurance Fund
Comp Claims Referee,28,0.0,5.0,,Workers Compensation Board
Compliance Assnt,11,1.0,2.0,,"Health, Department of"
Compliance Auditor,NS,2.0,6.0,,"Ethics and Lobbying in Government, Commission on"
Compliance Specialist 1,18,1.0,5.0,,Multiple Agencies
Compliance Specialist 2,23,1.0,5.0,,Multiple Agencies
Compliance Specialist 3,25,1.0,5.0,,Multiple Agencies
Compliance Specialist 4,62,1.0,6.0,,"Transportation, Department of"
Computer Forensic Analyst 1 (Tax),14,1.0,5.0,,"Taxation and Finance, Dept of"
Computer Forensic Analyst 1 State Police,14,1.0,5.0,,"State Police, Division of"
Computer Forensic Analyst 2 (Tax),18,1.0,5.0,,"Taxation and Finance, Dept of"
Computer Forensic Analyst 2 State Police,18,1.0,5.0,,"State Police, Division of"
Computer Forensic Analyst 3 (Tax),20,1.0,5.0,,"Taxation and Finance, Dept of"
Computer Forensic Analyst 3 State Police,20,1.0,5.0,,"State Police, Division of"
Computer Forensic Analyst 4 (Tax),23,1.0,5.0,,"Taxation and Finance, Dept of"
Computer Forensic Analyst 4 State Police,23,1.0,5.0,,"State Police, Division of"
Computer Forensic Analyst 5 State Police,25,1.0,5.0,,"State Police, Division of"
Computer Operator,10,0.0,2.0,,Multiple Agencies
Computerized Toll Equip Specialist,NS,1.0,10.0,,Multiple Agencies
Confidential Aide,NS,2.0,6.0,,Multiple Agencies
